text,id,emotion
The EA Reng group posted sales of approximately 84 million kroons for 2007 .,2286,neutral
Barclays share price subdued as bank faces fresh forex probe,2287,negative
The markets expect Heineken to sell Hartwall as a whole or in parts .,2288,neutral
"Last year , UPM cut production , closed mills in Finland and slashed 700 jobs .",2289,negative
Walter Investment Management Corp Receives a Sell from Compass Point $WAC http://stks.co/c1IvX,2290,negative
"The move will be carried out by transferring HKScan 's production-related property , plant , equipment , as well as its holdings in subsidiaries and associate companies in the country to HKScan Finland .",2291,neutral
Deutsche Bank cuts $SBUX,2292,negative
Irish housebuilder Cairn Homes plans London listing,2293,positive
"Cramo 's manager Jarmo Laasanen said hiring of equipment and machinery in Lithuania differs from the other Baltic countries in that in Lithuania still many public structures such as roads , bridges , airports and shops are being built .",2294,neutral
"$SLV POS, been saying it for 2 years. Going lower. Forget about it or go short.",2295,negative
"Paper company M-real calculated that if 100,000 biscuit cartons are made using a 25gsm lighter board , the CO2 saved over the course of 12 months would be equal to that generated by driving 1,000 km by car .",2296,neutral
The company expects to open its first online shop in the US in the summer in 2011 .,2297,neutral
"The most significant capital expenditure items were in the global enterprise resource planning ERP project , product development and production machines .",2298,neutral
Kone said in court papers that the union action delayed repairs to elevators at the federal courthouse on Jan. 21 and the Saltonstall state office building on Jan. 23 .,2299,neutral
"According to Finnish financial services group Sampo 's CEO , Bj+Ârn Wahlroos , Danish Danske Bank 's acquisition of Sampo Bank for EUR 4bn was the largest cash deal in Finland 's economic history .",2300,neutral
"F-Secure , a developer of security solutions as a service through Internet Service Providers and mobile operators , announced results from its annual Online Wellbeing Survey .",2301,neutral
"In December alone , the members of the Lithuanian Brewers ' Association sold a total of 20.3 million liters of beer , an increase of 1.9 percent from the sales of 19.92 million liters in December 2004 .",2302,positive
"Coca-Cola was the market leader of manufacturers with a market share of 36.9 % , down 2.2 % from the corresponding period in 2004-2005 .",2303,neutral
Finnish Componenta has published its new long-term strategy for the period 2011-2015 with the aim of growing together with its customers .,2304,neutral
"According to Arokarhu , some of the purchases that had been scanned into the cash register computer disappeared when the total sum key was pressed .",2305,negative
Kesko has previously published a stock exchange release concerning the deal on 7 February 2007 .,2306,neutral
UPDATE 3-Ex-Barclays director accused by US of illegal tips to plumber,2307,negative
L&G completes UK's largest medically underwritten bulk pension risk deal,2308,positive
"Honkarakenne mainly exports large luxury log houses to Russia to be used as one-family houses or holiday homes ; 70 % of sales go to the Moscow region , about 20 % to the St Petersburg region , and the remainder to other locations .",2309,neutral
Neste Oil Corporation Refining Operation Asset Summary Report Summary Neste Oil Corporation Refining Operation Assets Summary Report is an essential source for company data and information .,2310,neutral
"( ADP News ) - Finnish handling systems provider Cargotec Oyj ( HEL : CGCBV ) announced on Friday it won orders worth EUR 10 million ( USD 13.2 m ) to deliver linkspans to Jordan , Morocco and Ireland .",2311,positive
"German Commerzbank AG 's Hamburg Branch and US JP Morgan ( NYSE : JPM ) participated as arrangers , and Dutch ING ( AMS : INGA ) as co-arranger .",2312,neutral
Global life science industry is strictly regulated by international and national authorities .,2313,neutral
"Tieto offers Aktia a good foundation and the required support services for implementing the update project , ' says Juha Volotinen , responsible for Aktia 's web services .",2314,positive
His resignation will take effect immediately .,2315,neutral
Her work at NetApp included strategically repositioning the brand in the category and a major global relaunch .,2316,neutral
"At 1411 CET , ArcelorMittal had lost 7.26 % to EUR 17.38 on Euronext Paris , coming at the lead of the blue-chip fallers .",2317,negative
$GALE Breakout Coming Soon!,2318,positive
"A In August 2007 , Latvijas Finieris ordered all production lines for a new green veneer mill to be built in Ukmerge , central Lithuania .",2319,neutral
"Finnish high technology provider Vaahto Group reports net sales of EUR 41.8 mn in the accounting period September 2007 - February 2008 , an increase of 11.2 % from a year earlier .",2320,positive
$BBRY both 1m/6m trends turn bullish today with a resistance level at $11.31. http://stks.co/j1qt6,2321,positive
"Isolationism? Another Sell Rating, Sell Ratings On SPY, QQQ, IWM And Several Companies https://t.co/6NKWEcrBA5 $AAPL $AXP $BAC $BLUE $FXE",2322,negative
The expanded company will continue to be called NewPage .,2323,neutral
Finnish energy company Fortum has set itself new stricter target limits for short-term carbon dioxide emissions from its heat and electricity production .,2324,neutral
Operating profit rose to EUR 13.5 mn from EUR 9.7 mn in the corresponding period in 2006 .,2325,positive
$TSLA weakest in todays DT watchlist,2326,negative
"The add-on order contains , among others , control valves and instrumentation as well as complete mill engineering and electrification with Metso drive controls .",2327,neutral
Inha Works has invested in its product development and market research .,2328,neutral
"In addition , the Kazakh delegation will visit Finland 's SITRA investment fund , Honkarakenne Ltd and Nokia headquarters to study TeliaSonera Ltd JSC 's activities .",2329,neutral
Construction is scheduled to start in April-June 2007 and to be completed in early 2008 .,2330,neutral
"$RNN day traders flushed out, it should start going up slowly from now on .",2331,positive
"`` The transaction strengthens our position ... in design and branded goods , '' said Fiskars president and CEO Heikki Allonen , pointing out that the two groups have relatively few overlapping operations .",2332,positive
UPDATE 1-AstraZeneca sells rare cancer drug to Sanofi for up to $300 mln,2333,positive
The total investment of the project will be approximately EUR 36m .,2334,neutral
"According to Vauramo , the plant 's lifting equipment is suitable for Asian and for some Chinese trucks .",2335,neutral
How Kraft-Heinz Merger Came Together in Speedy 10 Weeks,2336,positive
"Vaisala also said it expects net sales of EUR 253.2 million for 2010 , compared with EUR 252.2 million recorded in 2009 .",2337,positive
"Compared with the FTSE 100 index , which rose 94.9 points ( or 1.6 % ) on the day , this was a relative price change of -0.4 % .",2338,neutral
"In sales volume , Coca-Cola 's market share has decreased by 2.2 % to 24.2 % .",2339,negative
Veracel is preparing an appeal in the issue and has asked the court for clarification of the judgement .,2340,neutral
"The largest restructuring is planned for Italy , where negotiations on about 40 job cuts are to be initiated today , the company noted .",2341,negative
Operating profit rose to EUR2 .4 m from EUR1 .6 m year earlier .,2342,positive
"They can be used to control the speed of electric motors used by industry and municipal engineering , and in power generation using renewable energy .",2343,neutral
"$IMRS - it's important to be pragmatic in analysis...high prices could offer head-winds....bullish story intact,evenif the market rolls over",2344,positive
"On top of that , the US Commerce Department published worse-than-expected construction spending figures for November .",2345,neutral
"The tests , conducted at Nokia Siemens ' LTE center of competence in Espoo , Finland , follow the company 's production start of LTE-ready Flexi Multiradio Base Stations for the 800 MHz band in April 2010 , and complement earlier tests with Nokia on the 2100 MHz and 2600 MHz bands .",2346,neutral
"says Brian Burton , Head of IT Security , Vodafone UK .",2347,neutral
The total need for staff cuts corresponds to about 300 man-years .,2348,neutral
"Within the framework of the partnership , Nokia Siemens Networks has signed an initial framework purchase agreement with Sitronics subsidiary , JSC Mikron , which is the largest manufacturer and exporter of microelectronic components in Russia .",2349,positive
The estimated annual value of the frame agreement is about EUR 50mn .,2350,neutral
The company expects its net sales in the first half of 2008 to reach the previous year 's level .,2351,positive
Operating profit fell to EUR 23.26 mn from EUR 32.86 mn .,2352,neutral
"Fiskars R , founded in 1649 , is one of the oldest companies in the world and is the largest manufacturer of lightweight stainless steel scissors in the U.S. .",2353,neutral
"Berkshire discloses unit's ties to Iran, opens probe",2354,negative
"Today , we are connecting people in new and different ways - fusing advanced mobile technology with personalized services to enable people to stay close to what matters to them .",2355,neutral
